id,text,pos_tags
780,"A stake of 10 million shares in Russian gas monopoly RAO Gazprom was sold at auction on Thursday at an average 2,901.48 roubles a share , up from 2,891.00 roubles a week ago , the Federal Securities Corporation ( FFK ) said .","A/DT stake/NN of/IN 10/CD million/CD shares/NNS in/IN Russian/NNP gas/NN monopoly/NN RAO/NNP Gazprom/NNP was/VBD sold/VBN at/IN auction/NN on/IN Thursday/NNP at/IN an/DT average/JJ 2,901.48/CD roubles/VBZ a/DT share/NN ,/, up/RB from/IN 2,891.00/CD roubles/NNS a/DT week/NN ago/RB ,/, the/DT Federal/NNP Securities/NNPS Corporation/NNP (/( FFK/NNP )/) said/VBD ./."
781,Albania charges Briton with child sex abuse .,Albania/NNP charges/VBZ Briton/NNP with/IN child/JJ sex/NN abuse/NN ./.
782,"It said the U.S. State Department 's coordinator for counter terrorism , Philip Wilcox , had expressed Washington 's support for the government when he visited Colombo this week .","It/PRP said/VBD the/DT U.S./NNP State/NNP Department/NNP 's/POS coordinator/NN for/IN counter/NN terrorism/NN ,/, Philip/NNP Wilcox/NNP ,/, had/VBD expressed/VBN Washington/NNP 's/POS support/NN for/IN the/DT government/NN when/WRB he/PRP visited/VBD Colombo/NNP this/DT week/NN ./."
783,Guarani 3 0 1 2 1 5 1,Guarani/NNP 3/CD 0/CD 1/CD 2/CD 1/CD 5/CD 1/CD
784,Martin Ayres,Martin/NNP Ayres/NNS
785,BONN 1996-08-22,BONN/NNP 1996-08-22/JJ
786,( End first round ),(/( End/NN first/RB round/NN )/)
787,""" People who wish to hold conferences of course do n't need to seek permission from the government in Britain , "" Rifkind , in Pakistan for a visit , told Reuters . ""","``/`` People/NNS who/WP wish/VBP to/TO hold/VB conferences/NNS of/IN course/NN do/VBP n't/RB need/VB to/TO seek/VB permission/NN from/IN the/DT government/NN in/IN Britain/NNP ,/, ``/`` Rifkind/NNP ,/, in/IN Pakistan/NNP for/IN a/DT visit/NN ,/, told/VBD Reuters/NNP ./. ``/``"
788,""" We had 300 Earth First protestors invade and occupy our site .",``/`` We/PRP had/VBD 300/CD Earth/NNP First/NNP protestors/NNS invade/VBP and/CC occupy/VBP our/PRP$ site/NN ./.
789,"CARLSBAD , California 1996-08-21","CARLSBAD/NNP ,/, California/NNP 1996-08-21/CD"
790,First rescuers arrived shortly after 1 p.m. ( 1100 GMT ) and reported soon afterwards that most of the three-engine jet 's wreckage was scattered around the top of the small Opera mountain while the rest had slid down the mountainside .,First/JJ rescuers/NNS arrived/VBN shortly/RB after/IN 1/CD p.m./NN (/( 1100/CD GMT/NNP )/) and/CC reported/VBD soon/RB afterwards/NNS that/IN most/JJS of/IN the/DT three-engine/JJ jet/NN 's/POS wreckage/NN was/VBD scattered/VBN around/IN the/DT top/NN of/IN the/DT small/JJ Opera/NNP mountain/NN while/IN the/DT rest/NN had/VBD slid/VBN down/RP the/DT mountainside/NN ./.
791,Oppenheimer Capital to review Oct. div .,Oppenheimer/NNP Capital/NNP to/TO review/VB Oct./NNP div/NN ./.
792,"The Organisation for Security and Cooperation in Europe , which is running the election , allowed the ballot to be held on Sunday in four Hungarian refugee camps .","The/DT Organisation/NNP for/IN Security/NNP and/CC Cooperation/NNP in/IN Europe/NNP ,/, which/WDT is/VBZ running/VBG the/DT election/NN ,/, allowed/VBD the/DT ballot/NN to/TO be/VB held/VBN on/IN Sunday/NNP in/IN four/CD Hungarian/JJ refugee/NN camps/NNS ./."
793,Thiel said on Wednesday that he had also asked Olympic 200 and 400 champion Michael Johnson to run as well as Christie .,Thiel/NNP said/VBD on/IN Wednesday/NNP that/IN he/PRP had/VBD also/RB asked/VBN Olympic/NNP 200/CD and/CC 400/CD champion/NN Michael/NNP Johnson/NNP to/TO run/VB as/RB well/RB as/IN Christie/NNP ./.
794,""" We 're investigating with the idea that both fires may be arson , but that has n't been conclusively established , "" said Wayne Jordan , a spokesman for the Arkansas State Police .","``/`` We/PRP 're/VBP investigating/VBG with/IN the/DT idea/NN that/IN both/DT fires/NNS may/MD be/VB arson/NN ,/, but/CC that/DT has/VBZ n't/RB been/VBN conclusively/RB established/VBN ,/, ``/`` said/VBD Wayne/NNP Jordan/NNP ,/, a/DT spokesman/NN for/IN the/DT Arkansas/NNP State/NNP Police/NNP ./."
795,""" Most of the Olympic champions of the past are coming including Britain 's ( 1980 champion ) Allan Wells .",``/`` Most/JJS of/IN the/DT Olympic/NNP champions/NNS of/IN the/DT past/JJ are/VBP coming/VBG including/VBG Britain/NNP 's/POS (/( 1980/CD champion/NN )/) Allan/NNP Wells/NNP ./.
796,"Last month , it reported a second-quarter loss of $ 33.2 million , or 51 cents a share , vs. a loss of $ 45.3 million , or 97 cents a share , a year earlier .","Last/JJ month/NN ,/, it/PRP reported/VBD a/DT second-quarter/JJ loss/NN of/IN $/$ 33.2/CD million/CD ,/, or/CC 51/CD cents/NNS a/DT share/NN ,/, vs./FW a/DT loss/NN of/IN $/$ 45.3/CD million/CD ,/, or/CC 97/CD cents/NNS a/DT share/NN ,/, a/DT year/NN earlier/RBR ./."
797,Women 's 100 metres,Women/NNP 's/POS 100/CD metres/NNS
798,"PUNR leader Gheorghe Funar said in a statement Iliescu , in power since the fall of communism in 1989 , should be impeached for treason for compromising on the issue of ethnic Hungarian minority rights in the treaty due to be signed next month .","PUNR/NNP leader/NN Gheorghe/NNP Funar/NNP said/VBD in/IN a/DT statement/NN Iliescu/NNP ,/, in/IN power/NN since/IN the/DT fall/NN of/IN communism/NN in/IN 1989/CD ,/, should/MD be/VB impeached/VBN for/IN treason/NN for/IN compromising/VBG on/IN the/DT issue/NN of/IN ethnic/JJ Hungarian/NNP minority/NN rights/NNS in/IN the/DT treaty/NN due/JJ to/TO be/VB signed/VBN next/JJ month/NN ./."
799,All Blacks coach John Hart said Prime Minister Jim Bolger rang him today to offer his congratulations .,All/DT Blacks/NNP coach/VBP John/NNP Hart/NNP said/VBD Prime/NNP Minister/NNP Jim/NNP Bolger/NNP rang/VBD him/PRP today/NN to/TO offer/VB his/PRP$ congratulations/NNS ./.
800,Pakistan first innings,Pakistan/NNP first/JJ innings/NNS
801,8-238 9-242,8-238/JJ 9-242/CD
802,National League,National/NNP League/NNP
803,"for , against , points ) :","for/IN ,/, against/IN ,/, points/NNS )/) :/:"
804,"Conservative New Democracy ( ND ) party leader Miltiadis Evert will be hitting the campaign trail and head to Alexandroupolis this weekend to speak to the city 's businessmen on Sunday morning , ND said .","Conservative/JJ New/NNP Democracy/NNP (/( ND/NNP )/) party/NN leader/NN Miltiadis/NNP Evert/NNP will/MD be/VB hitting/VBG the/DT campaign/NN trail/NN and/CC head/NN to/TO Alexandroupolis/NNP this/DT weekend/NN to/TO speak/VB to/TO the/DT city/NN 's/POS businessmen/NNS on/IN Sunday/NNP morning/NN ,/, ND/NNP said/VBD ./."
805,"Very sexy . """,Very/RB sexy/RB ./. ``/``
806,1260 - The Ghibellines retook the city of Florence from the Florentine Guelfs at the battle of Monte Aperto .,1260/CD -/: The/DT Ghibellines/NNP retook/VBD the/DT city/NN of/IN Florence/NNP from/IN the/DT Florentine/NNP Guelfs/NNP at/IN the/DT battle/NN of/IN Monte/NNP Aperto/NNP ./.
807,Santos 3 3 0 0 4 1 9,Santos/NNP 3/CD 3/CD 0/CD 0/CD 4/CD 1/CD 9/CD
808,Dnipro Dnipropetrovsk 2 CSKA Kiev 1,Dnipro/NNP Dnipropetrovsk/NNP 2/CD CSKA/NNP Kiev/NNP 1/CD
809,""" At first the organisers would n't let anyone help me but when they saw I did n't understand a young translator ringed the names I had to mark , "" she said . ""","``/`` At/IN first/RB the/DT organisers/NNS would/MD n't/RB let/VB anyone/NN help/VB me/PRP but/CC when/WRB they/PRP saw/VBD I/PRP did/VBD n't/RB understand/VB a/DT young/JJ translator/NN ringed/VBD the/DT names/NNS I/PRP had/VBD to/TO mark/VB ,/, ``/`` she/PRP said/VBD ./. ``/``"
810,WARRANTS STRIKE ISS PRICE PREMIUM GEARING,WARRANTS/NNS STRIKE/NNP ISS/NNP PRICE/NNP PREMIUM/NNP GEARING/NNP
811,"Individual pursuit semifinals ( over 4,000 metres ) :","Individual/JJ pursuit/NN semifinals/NNS (/( over/IN 4,000/CD metres/NNS )/) :/:"
812,8. Takeishi 38:34.999,8/CD ./. Takeishi/CD 38:34.999/CD
813,U.S. President Bill Clinton had to drop the resort of Ballybunion from a whirlwind Irish tour last year .,U.S./NNP President/NNP Bill/NNP Clinton/NNP had/VBD to/TO drop/VB the/DT resort/NN of/IN Ballybunion/NNP from/IN a/DT whirlwind/JJ Irish/JJ tour/NN last/JJ year/NN ./.
814,"Cheung was being detained pending formal charges , police said .","Cheung/NNP was/VBD being/VBG detained/VBN pending/VBG formal/JJ charges/NNS ,/, police/NNS said/VBD ./."
815,"He unexpectedly broke off his address to take a telephone call from U.S. Middle East envoy Dennis Ross , who held talks in Paris on Tuesday with Israeli and Egyptian officials .","He/PRP unexpectedly/RB broke/VBD off/RP his/PRP$ address/NN to/TO take/VB a/DT telephone/NN call/NN from/IN U.S./NNP Middle/NNP East/NNP envoy/NN Dennis/NNP Ross/NNP ,/, who/WP held/VBD talks/NNS in/IN Paris/NNP on/IN Tuesday/NNP with/IN Israeli/NNP and/CC Egyptian/JJ officials/NNS ./."
816,NEW YORK 1996-08-27,NEW/JJ YORK/NNP 1996-08-27/JJ
817,SOCCER - FRENCH LEAGUE SUMMARIES .,SOCCER/NNP -/: FRENCH/NNP LEAGUE/NNP SUMMARIES/NNP ./.
818,"Dark northern spring and white wheat bids were mostly steady on Tuesday but a few locations quoted weaker values as newly harvested spring wheat flooded the market , several cash grain dealers said .","Dark/NNP northern/JJ spring/NN and/CC white/JJ wheat/NN bids/NNS were/VBD mostly/RB steady/JJ on/IN Tuesday/NNP but/CC a/DT few/JJ locations/NNS quoted/VBN weaker/JJR values/NNS as/IN newly/RB harvested/VBN spring/NN wheat/NN flooded/VBD the/DT market/NN ,/, several/JJ cash/NN grain/NN dealers/NNS said/VBD ./."
819,Two Iranian opposition leaders meet in Baghdad .,Two/CD Iranian/JJ opposition/NN leaders/NNS meet/VBP in/IN Baghdad/NNP ./.
820,""" Late wages , no work and ( the lack of a ) production programme are the main reasons for their protests , "" a senior member of the local Socialist Party branch told Reuters .","``/`` Late/JJ wages/NNS ,/, no/DT work/NN and/CC (/( the/DT lack/NN of/IN a/DT )/) production/NN programme/NN are/VBP the/DT main/JJ reasons/NNS for/IN their/PRP$ protests/NNS ,/, ``/`` a/DT senior/JJ member/NN of/IN the/DT local/JJ Socialist/NNP Party/NNP branch/NN told/VBD Reuters/NNP ./."
821,Extras ( lb-4 w-10 nb-7 ) 21,Extras/NNS (/( lb-4/JJ w-10/JJ nb-7/NN )/) 21/CD
822,Hanwha 56 1 48 .538 7,Hanwha/NNP 56/CD 1/CD 48/CD .538/NNS 7/CD
823,BEIJING 1996-08-27,BEIJING/NNP 1996-08-27/JJ
824,8. Gabriele Colombo ( Italy ) 58,8/CD ./. Gabriele/NNP Colombo/NNP (/( Italy/NNP )/) 58/CD
825,6. Danny Theybers ( Belgium ) Honda,6/CD ./. Danny/JJ Theybers/NNP (/( Belgium/NNP )/) Honda/NNP
826,CALIFORNIA 61 70 .466 14,CALIFORNIA/NNP 61/CD 70/CD .466/NNS 14/CD
827,8. Fabio Baldato ( Italy ) 11 seconds behind,8/CD ./. Fabio/NNP Baldato/NNP (/( Italy/NNP )/) 11/CD seconds/NNS behind/IN
828,Hekmatyar rejoined the government as prime minister last June under a peace pact with Rabbani and has since been trying to persuade other opposition factions to follow suit .,Hekmatyar/NNP rejoined/VBD the/DT government/NN as/IN prime/JJ minister/NN last/JJ June/NNP under/IN a/DT peace/NN pact/NN with/IN Rabbani/NNP and/CC has/VBZ since/IN been/VBN trying/VBG to/TO persuade/VB other/JJ opposition/NN factions/NNS to/TO follow/VB suit/NN ./.
829,"Last Thursday the EU sold 34,277 tonnes of German intervention barley at a minimum price of 109.36 Ecus per tonne , which was seen as worth $ 149 per tonne fob .","Last/JJ Thursday/NNP the/DT EU/NNP sold/VBD 34,277/CD tonnes/NNS of/IN German/JJ intervention/NN barley/NN at/IN a/DT minimum/JJ price/NN of/IN 109.36/CD Ecus/NNP per/IN tonne/NN ,/, which/WDT was/VBD seen/VBN as/IN worth/JJ $/$ 149/CD per/IN tonne/NN fob/NN ./."
830,Plymouth 3 2 1 0 8 5 7,Plymouth/NNP 3/CD 2/CD 1/CD 0/CD 8/CD 5/CD 7/CD
831,- Kabariti and parliament speaker meet to discuss ways to reactivate parliament 's legislative role .,-/: Kabariti/NN and/CC parliament/NN speaker/NN meet/NN to/TO discuss/VB ways/NNS to/TO reactivate/VB parliament/NN 's/POS legislative/JJ role/NN ./.
832,NEW YORK 1996-08-26,NEW/JJ YORK/NNP 1996-08-26/JJ
833,STOCKHOLM 1996-08-29,STOCKHOLM/NNP 1996-08-29/JJ
834,Utrecht 0 Twente Enschede 0 .,Utrecht/$ 0/CD Twente/NNP Enschede/NNP 0/CD ./.
835,His health was the subject of much recent speculation .,His/PRP$ health/NN was/VBD the/DT subject/NN of/IN much/JJ recent/JJ speculation/NN ./.
836,Ferencvaros :,Ferencvaros/NNS :/:
837,"ALLENTOWN , Pa .","ALLENTOWN/NNP ,/, Pa/NNP ./."
838,"Jordan , which has blamed Iraq for bread riots last week , has asked an Iraqi diplomat to leave , official and diplomatic sources said on Friday .","Jordan/NNP ,/, which/WDT has/VBZ blamed/VBN Iraq/NNP for/IN bread/JJ riots/NNS last/JJ week/NN ,/, has/VBZ asked/VBN an/DT Iraqi/NNP diplomat/NN to/TO leave/VB ,/, official/NN and/CC diplomatic/JJ sources/NNS said/VBD on/IN Friday/NNP ./."
839,"lost , winning percentage and games behind ) :","lost/VBN ,/, winning/VBG percentage/NN and/CC games/NNS behind/IN )/) :/:"
840,"outstanding 14,775,000 14,775,000 14,775,000 14,775,000","outstanding/JJ 14,775,000/CD 14,775,000/CD 14,775,000/CD 14,775,000/CD"
841,.,./.
842,Italian Cup winners Fiorentina beat,Italian/JJ Cup/NNP winners/NNS Fiorentina/NNP beat/NN
843,Csepel 1 Videoton(* ) 1,Csepel/NNP 1/CD Videoton/NNP (/( */NNP )/) 1/CD
844,Major suppliers :,Major/JJ suppliers/NNS :/:
845,"RALLYING - 1,000 LAKES RALLY RESULT / WORLD CHAMPIONSHIP STANDINGS .","RALLYING/NNP -/: 1,000/CD LAKES/NNP RALLY/NNP RESULT/NNP //NNP WORLD/NNP CHAMPIONSHIP/NNP STANDINGS/NNP ./."
846,9. Yoshikawa 107,9/CD ./. Yoshikawa/CD 107/CD
847,forfeited .,forfeited/VBN ./.
848,BRASILIA 1996-08-29,BRASILIA/NNP 1996-08-29/JJ
849,HELIBOR INTEREST RATES LARGELY UNCHANGED .,HELIBOR/JJ INTEREST/NN RATES/NNP LARGELY/NNP UNCHANGED/NNP ./.
850,The letter was signed by some 200 area residents and indigenous leaders .,The/DT letter/NN was/VBD signed/VBN by/IN some/DT 200/CD area/NN residents/NNS and/CC indigenous/JJ leaders/NNS ./.
851,That resulted in general elections in March 1973 when the Peronists led by Hector Campora and Vicente Solano Lima returned to power .,That/DT resulted/VBD in/IN general/JJ elections/NNS in/IN March/NNP 1973/CD when/WRB the/DT Peronists/NNS led/VBN by/IN Hector/NNP Campora/NNP and/CC Vicente/NNP Solano/NNP Lima/NNP returned/VBD to/TO power/NN ./.
852,Cruzeiro 3 2 1 0 4 2 7,Cruzeiro/NNP 3/CD 2/CD 1/CD 0/CD 4/CD 2/CD 7/CD
853,+3 Jim Furyk through 16,+3/NN Jim/NNP Furyk/NNP through/IN 16/CD
854,Caddick 57.2 10 165 6 27.50,Caddick/NNP 57.2/CD 10/CD 165/CD 6/CD 27.50/CD
855,"The Statesman newspaper quoted 40-year-old Mangala Das , paralysed from her waist down and a resident of the Prem Dan ( Gift of Love ) home for the destitute , as saying she and her friends had been praying incessantly for Mother Teresa 's recovery .","The/DT Statesman/NNP newspaper/NN quoted/VBD 40-year-old/JJ Mangala/NNP Das/NNP ,/, paralysed/VBD from/IN her/PRP$ waist/NN down/RB and/CC a/DT resident/NN of/IN the/DT Prem/NNP Dan/NNP (/( Gift/NNP of/IN Love/NNP )/) home/NN for/IN the/DT destitute/NN ,/, as/IN saying/VBG she/PRP and/CC her/PRP$ friends/NNS had/VBD been/VBN praying/VBG incessantly/RB for/IN Mother/NNP Teresa/NNP 's/POS recovery/NN ./."
856,"With Democrats gathering in Chicago to start a convention on Monday to nominate him for a second term as president , Clinton plans a steady parade of events designed to highlight his leadership and dim the glow of the just-concluded Republican conclave that gave a boost to rival Bob Dole .","With/IN Democrats/NNPS gathering/VBG in/IN Chicago/NNP to/TO start/VB a/DT convention/NN on/IN Monday/NNP to/TO nominate/VB him/PRP for/IN a/DT second/JJ term/NN as/IN president/NN ,/, Clinton/NNP plans/VBZ a/DT steady/JJ parade/NN of/IN events/NNS designed/VBN to/TO highlight/VB his/PRP$ leadership/NN and/CC dim/VB the/DT glow/NN of/IN the/DT just-concluded/JJ Republican/NNP conclave/NN that/WDT gave/VBD a/DT boost/NN to/TO rival/VB Bob/NNP Dole/NNP ./."
857,", at midday and told doctors that she had been paralysed by the disease .",",/, at/IN midday/NN and/CC told/VBD doctors/NNS that/IN she/PRP had/VBD been/VBN paralysed/VBN by/IN the/DT disease/NN ./."
858,-- Cleveland Newsdesk 216-579-0077,--/: Cleveland/NNP Newsdesk/NNP 216-579-0077/JJ
859,The ministry has said that it planned to return 96.6 percent of the arable land or 5.2 million hectares to its original owners by the end of this year .,The/DT ministry/NN has/VBZ said/VBD that/IN it/PRP planned/VBD to/TO return/VB 96.6/CD percent/NN of/IN the/DT arable/JJ land/NN or/CC 5.2/CD million/CD hectares/NNS to/TO its/PRP$ original/JJ owners/NNS by/IN the/DT end/NN of/IN this/DT year/NN ./.
860,Karlsruhe 2 1 1 0 5 3 4,Karlsruhe/NNP 2/CD 1/CD 1/CD 0/CD 5/CD 3/CD 4/CD
861,St Mirren 0 St Johnstone 3,St/NNP Mirren/NNP 0/CD St/NNP Johnstone/NNP 3/CD
862,"( Ferhaoui 4th , Lefevre 13th ) .","(/( Ferhaoui/NNP 4th/CD ,/, Lefevre/NNP 13th/CD )/) ./."
863,Rana Sabbagh,Rana/NNP Sabbagh/NNP
864,CENTRAL DIVISION,CENTRAL/NNP DIVISION/NNP
865,"He also said Franny Weld 's best friend , Tracy Roosevelt , might have something to do with her politics .","He/PRP also/RB said/VBD Franny/NNP Weld/NNP 's/POS best/JJS friend/NN ,/, Tracy/NNP Roosevelt/NNP ,/, might/MD have/VB something/NN to/TO do/VB with/IN her/PRP$ politics/NNS ./."
866,Lille 3 Rennes 1,Lille/NNP 3/CD Rennes/NNP 1/CD
867,Australia beat Zimbabwe by 125 runs in the first match of the Singer World Series one-day ( 50 overs ) cricket tournament on Monday .,Australia/NNP beat/NN Zimbabwe/NNP by/IN 125/CD runs/NNS in/IN the/DT first/JJ match/NN of/IN the/DT Singer/NNP World/NNP Series/NNP one-day/NN (/( 50/CD overs/NNS )/) cricket/VBP tournament/NN on/IN Monday/NNP ./.
868,Mushota was fired a month ago after a government tribunal found he tried to withdraw cash from state coffers without authority .,Mushota/NNP was/VBD fired/VBN a/DT month/NN ago/RB after/IN a/DT government/NN tribunal/NN found/VBD he/PRP tried/VBD to/TO withdraw/VB cash/NN from/IN state/NN coffers/NNS without/IN authority/NN ./.
869,PLO Council calls for halt to contacts with Israel .,PLO/NNP Council/NNP calls/VBZ for/IN halt/NN to/TO contacts/NNS with/IN Israel/NNP ./.
870,""" This is one of the reasons of my visit here ...",``/`` This/DT is/VBZ one/CD of/IN the/DT reasons/NNS of/IN my/PRP$ visit/NN here/RB .../:
871,- Netanyahu opposes transit camps for foreign workers facing expulsion .,-/: Netanyahu/NN opposes/VBZ transit/NN camps/NNS for/IN foreign/JJ workers/NNS facing/VBG expulsion/NN ./.
872,U.S. Spring / White Wheat - Bids mostly steady .,U.S./NNP Spring/NNP //NNP White/NNP Wheat/NNP -/: Bids/NNS mostly/RB steady/JJ ./.
873,Yeltsin shown on Russian television .,Yeltsin/NNP shown/VBN on/IN Russian/JJ television/NN ./.
874,Carlos Costa ( Spain ) vs. Magnus Gustafsson ( Sweden ),Carlos/NNP Costa/NNP (/( Spain/NNP )/) vs./FW Magnus/NNP Gustafsson/NNP (/( Sweden/NNP )/)
875,"-- Sofia Newsroom , ( ++359-2 ) 981 8569","--/: Sofia/NN Newsroom/NNP ,/, (/( ++359-2/JJ )/) 981/CD 8569/CD"
876,8 equal .,8/CD equal/JJ ./.
877,First test : Lord 's - Pakistan won by 164 runs,First/JJ test/NN :/: Lord/NNP 's/POS -/: Pakistan/NNP won/VBD by/IN 164/CD runs/NNS
878,"Frenchman Frank LeBoeuf and Italian Gianluca Vialli scored their first premier league goals as Chelsea beat Coventry 2-0 , and managerless Arsenal won by the same scoreline at Leicester .","Frenchman/NNP Frank/NNP LeBoeuf/NNP and/CC Italian/JJ Gianluca/NNP Vialli/NNP scored/VBD their/PRP$ first/JJ premier/NN league/NN goals/NNS as/IN Chelsea/NNP beat/VBD Coventry/NNP 2-0/JJ ,/, and/CC managerless/JJ Arsenal/NNP won/NN by/IN the/DT same/JJ scoreline/NN at/IN Leicester/NNP ./."
879,- export order book - 14 - 13 - 11 - 7,-/: export/NN order/NN book/NN -/: 14/CD -/: 13/CD -/: 11/CD -/: 7/CD
880,167,167/CD
881,"His 1988 bid for the Democratic nomination only took off after he recreated himself as a firebreathing reformer of the establishment , standing up for blue collar workers and farmers .","His/PRP$ 1988/CD bid/NN for/IN the/DT Democratic/JJ nomination/NN only/RB took/VBD off/RP after/IN he/PRP recreated/VBD himself/PRP as/IN a/DT firebreathing/VBG reformer/NN of/IN the/DT establishment/NN ,/, standing/VBG up/RP for/IN blue/JJ collar/JJ workers/NNS and/CC farmers/NNS ./."
882,"Lauck 's lawyer vowed he would appeal against the court 's decision , arguing that his client should have been set free because he had not committed any offence under German law .","Lauck/NNP 's/POS lawyer/NN vowed/VBD he/PRP would/MD appeal/VB against/IN the/DT court/NN 's/POS decision/NN ,/, arguing/VBG that/IN his/PRP$ client/NN should/MD have/VB been/VBN set/VBN free/JJ because/IN he/PRP had/VBD not/RB committed/VBN any/DT offence/NN under/IN German/JJ law/NN ./."
883,"Armed hijackers believed to be Iraqis released between 60 and 70 people on Tuesday from a Sudan Airways plane carrying 199 passengers and crew that landed in London after being diverted on a flight from Khartoum to Amman , authorities said .","Armed/NNP hijackers/NNS believed/VBD to/TO be/VB Iraqis/NNP released/VBN between/IN 60/CD and/CC 70/CD people/NNS on/IN Tuesday/NNP from/IN a/DT Sudan/NNP Airways/NNP plane/NN carrying/VBG 199/CD passengers/NNS and/CC crew/NN that/WDT landed/VBD in/IN London/NNP after/IN being/VBG diverted/VBN on/IN a/DT flight/NN from/IN Khartoum/NNP to/TO Amman/NNP ,/, authorities/NNS said/VBD ./."
884,"Kuperman added that options other than postponement were also on the table , but she refused to specify what they were .","Kuperman/NNP added/VBD that/IN options/NNS other/JJ than/IN postponement/NN were/VBD also/RB on/IN the/DT table/NN ,/, but/CC she/PRP refused/VBD to/TO specify/VB what/WP they/PRP were/VBD ./."
885,Helena Sukova ( Czech Republic ) beat Paola Suarez ( Argentina ) 6- 4 7-6 ( 7-2 ),Helena/NNP Sukova/NNP (/( Czech/NNP Republic/NNP )/) beat/NN Paola/NNP Suarez/NNP (/( Argentina/NNP )/) 6-/JJ 4/CD 7-6/JJ (/( 7-2/CD )/)
886,number denotes seeding ) :,number/NN denotes/NNS seeding/VBG )/) :/:
887,Patrick Rafter ( Australia ) beat 6 - MaliVai Washington ( U.S. ),Patrick/NNP Rafter/NNP (/( Australia/NNP )/) beat/VBD 6/CD -/: MaliVai/NNP Washington/NNP (/( U.S/NNP ./. )/)
888,Total ( for six wickets ) 278,Total/JJ (/( for/IN six/CD wickets/NNS )/) 278/CD
889,"Delegates to the commission from the other 10 provinces will be installed progressively from next week with the provinces of North and South Kivu , Maniema , Shaba and Bandundu having priority , he said .","Delegates/NNS to/TO the/DT commission/NN from/IN the/DT other/JJ 10/CD provinces/NNS will/MD be/VB installed/VBN progressively/RB from/IN next/JJ week/NN with/IN the/DT provinces/NNS of/IN North/NNP and/CC South/NNP Kivu/NNP ,/, Maniema/NNP ,/, Shaba/NNP and/CC Bandundu/NNP having/VBG priority/NN ,/, he/PRP said/VBD ./."
890,"In four days , the fire destroyed 20,000 acres of forest land .","In/IN four/CD days/NNS ,/, the/DT fire/NN destroyed/VBD 20,000/CD acres/NNS of/IN forest/JJS land/NN ./."
891,Major League Baseball,Major/NNP League/NNP Baseball/NNP
892,LAGOS 1996-08-28,LAGOS/NNP 1996-08-28/JJ
893,Warrington 21 12 0 9 555 499 24,Warrington/NNP 21/CD 12/CD 0/CD 9/CD 555/CD 499/CD 24/CD
894,"Sydney Australian All-Ordinaries index -- 2,340.6 ( Feb 3/94 )","Sydney/NNP Australian/NNP All-Ordinaries/NNP index/NN --/: 2,340.6/CD (/( Feb/NNP 3/94/CD )/)"
895,"Sales confirmed week to date on 4,200 head , mostly previously contracted or formulated cattle .","Sales/NNS confirmed/VBD week/NN to/TO date/NN on/IN 4,200/CD head/NN ,/, mostly/RB previously/RB contracted/VBN or/CC formulated/VBN cattle/NNS ./."
896,"FRIDAY , AUGUST 23 SCHEDULE","FRIDAY/NNP ,/, AUGUST/NNP 23/CD SCHEDULE/NN"
897,""" After the ( Bosnian ) elections ( on September 14 ) the troops will start being reduced from the beginning of October from 60,000 to about 20,000 .","``/`` After/IN the/DT (/( Bosnian/JJ )/) elections/NNS (/( on/IN September/NNP 14/CD )/) the/DT troops/NNS will/MD start/VB being/VBG reduced/VBN from/IN the/DT beginning/NN of/IN October/NNP from/IN 60,000/CD to/TO about/IN 20,000/CD ./."
898,Republicans have used their decision as an example of Democrat intolerance ever since .,Republicans/NNPS have/VBP used/VBN their/PRP$ decision/NN as/IN an/DT example/NN of/IN Democrat/NNP intolerance/NN ever/RB since/IN ./.
899,"AMT : 3,250,000 DATE : 09/04/96 NYC Time : 1200 CUSIP : 569399","AMT/NN :/: 3,250,000/CD DATE/NN :/: 09/04/96/CD NYC/JJ Time/NN :/: 1200/CD CUSIP/NNP :/: 569399/CD"
900,""" It rallied on ideas the market was oversold , "" a trader said .","``/`` It/PRP rallied/VBD on/IN ideas/NNS the/DT market/NN was/VBD oversold/VBN ,/, ``/`` a/DT trader/NN said/VBD ./."
901,Zaire is home to 1.1 million Rwandan Hutu refugees who fled three months of civil war in 1994 .,Zaire/NNP is/VBZ home/VBN to/TO 1.1/CD million/CD Rwandan/NNP Hutu/NNP refugees/NNS who/WP fled/VBD three/CD months/NNS of/IN civil/JJ war/NN in/IN 1994/CD ./.
902,""" We have to try it , but I doubt if this is possible with the separatists , "" she said .","``/`` We/PRP have/VBP to/TO try/VB it/PRP ,/, but/CC I/PRP doubt/VBP if/IN this/DT is/VBZ possible/JJ with/IN the/DT separatists/NNS ,/, ``/`` she/PRP said/VBD ./."
903,6. Pier Francesco Chili ( Italy ) Ducati 175,6/CD ./. Pier/NNP Francesco/NNP Chili/NNP (/( Italy/NNP )/) Ducati/NNP 175/CD
904,Boardman 4:14.784 caught Edouard Gritson ( Russia ),Boardman/NNP 4:14.784/CD caught/VBD Edouard/NNP Gritson/NNP (/( Russia/NNP )/)
905,Davies said he knew of no plans to return the man to Cuba .,Davies/NNS said/VBD he/PRP knew/VBD of/IN no/DT plans/NNS to/TO return/VB the/DT man/NN to/TO Cuba/NNP ./.
906,45. Malta 7.40,45/CD ./. Malta/NNP 7.40/CD
