id,text,label,score
16505,an overly familiar scenario ,positive,0.0
16506,a child 's interest and ,positive,0.4588
16507,ends with a story that is so far-fetched it would be impossible to believe if it were n't true ,negative,-0.3252
16508,hitler 's ,positive,0.0
16509,over-indulgent tirade ,positive,0.0
16510,"... a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh . ",positive,0.9682
16511,rate annie ,positive,0.0
16512,"it 's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire ! ",negative,-0.7263
16513,"green ruins every single scene he 's in , and the film , while it 's not completely wreaked , is seriously compromised by that . ",negative,-0.5945
16514,any other kind of intelligent humor ,positive,0.5868
16515,the worst film a man has made about women since valley of the dolls ,negative,-0.6249
16516,' it also rocks . ,positive,0.0
16517,"quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance . ",negative,-0.3818
16518,"entertaining and , ultimately , more perceptive ",positive,0.4404
16519,the movie is without intent . ,positive,0.0
16520,the paper-thin characterizations and ,positive,0.0
16521,the feeble examples of big-screen poke-mania ,negative,-0.296
16522,"is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery . ",positive,0.6369
16523,comical ,positive,0.0
16524,"jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , ",negative,-0.3182
16525,"the bad sound , the lack of climax and , worst of all , ",negative,-0.872
16526,a climax ,positive,0.0
16527,"serves as auto-critique , and its clumsiness as its own most damning censure ",negative,-0.4005
16528,"for the faint of heart or conservative of spirit , but for the rest of us -- especially san francisco lovers ",positive,0.7465
16529,no surprises . ,negative,-0.0772
16530,", i 'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time . ",positive,0.7579
16531,is more than merely a holocaust movie ,positive,0.0
16532,and diesel is n't the actor to save it . ,positive,0.4939
16533,nowheresville ,positive,0.0
16534,grievous but obscure ,negative,-0.25
16535,"sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables ",positive,0.1326
16536,the ideas tie together beautifully ,positive,0.5719
16537,a choke leash ,negative,-0.5423
16538,runs out of steam after a half hour ,positive,0.0
16539,perfect comic timing ,positive,0.5719
16540,fairly harmless but ultimately lifeless ,positive,0.128
16541,", this cartoon adventure is that wind-in-the-hair exhilarating . ",positive,0.6124
16542,"a gratingly unfunny groaner littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups . ",negative,-0.0516
16543,true to its animatronic roots : ,positive,0.4215
16544,"elegant and eloquent ( meditation ) on death and that most elusive of passions , love . ",positive,0.7823
16545,needed a little less bling-bling and a lot more romance ,positive,0.5984
16546,of inspired humor ,positive,0.6486
16547,an imitation movie ,positive,0.0
16548,vein ,positive,0.0
16549,poorly executed comedy . ,positive,0.3612
16550,some special qualities ,positive,0.4019
16551,more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks ,negative,-0.2263
16552,road ,positive,0.0
16553,of sincere grief and mourning in favor of bogus spiritualism ,negative,-0.1779
16554,"that both thrills the eye and , in its over-the-top way , touches the heart . ",positive,0.3612
16555,is enticing ,positive,0.0
16556,are credited with the cliché-laden screenplay ,positive,0.3612
16557,'s an experience in understanding a unique culture that is presented with universal appeal ,positive,0.0
16558,a good human being ,positive,0.4404
16559,"a strong-minded viewpoint , ",positive,0.0
16560,empathy and pity fogging up the screen ... his secret life enters the land of unintentional melodrama and tiresome love triangles . ,positive,0.4588
16561,", those who do will have found a cult favorite to enjoy for a lifetime . ",positive,0.7351
16562,stress ` dumb ,negative,-0.7269
16563,from a woodland stream ,positive,0.0
16564,the lively appeal of the last kiss ,positive,0.6908
16565,an affectionately goofy satire ,positive,0.4939
16566,strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama ,positive,0.7269
16567,holds up in an era in which computer-generated images are the norm ,positive,0.0
16568,manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal ,positive,0.4215
16569,girlish tear ducts does n't mean it 's good enough for our girls ,positive,0.4404
16570,a bigger-name cast ,positive,0.0
16571,'re in luck . ,positive,0.4588
16572,"ugly , pointless , stupid ",negative,-0.7717
16573,"a culture-clash comedy that , in addition to being very funny , ",positive,0.6901
16574,'s horribly depressing and not very well done ,negative,-0.7924
16575,irksome characters ,positive,0.0
16576,has already reached its expiration date ,positive,0.1027
16577,two unrelated shorts that falls far short ,positive,0.0
16578,this is one of the year 's best films . ,positive,0.6369
16579,is so bad it does n't improve upon the experience of staring at a blank screen ,negative,-0.7351
16580,a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events . ,positive,0.0
16581,"further sad evidence that tom tykwer , director of the resonant and sense-spinning run lola run , has turned out to be a one-trick pony ",negative,-0.4767
16582,fat ,positive,0.0
16583,"it 's the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming . ",positive,0.5772
16584,the sorriest ,positive,0.0
16585,is a step down for director gary fleder ,positive,0.0
16586,can tolerate leon barlow ,positive,0.0
16587,elbowed aside by one-liners ,positive,0.0
16588,emotional and ,positive,0.1531
16589,a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world . ,positive,0.0
16590,it throws you for a loop . ,positive,0.0
16591,"whose aims -- and by extension , accomplishments -- ",positive,0.0
16592,sophisticated and ,positive,0.5574
16593,offensive and nothing at all like real life ,negative,-0.6261
16594,not to believe it ,positive,0.0
16595,"i liked about schmidt a lot , ",positive,0.4215
16596,to engross even the most antsy youngsters ,positive,0.0
16597,"for most movies , 84 minutes is short , but this one feels like a life sentence ",positive,0.5719
16598,is impressive for the sights and sounds of the wondrous beats ,positive,0.5106
16599,"constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas ",negative,-0.4767
16600,carvey 's considerable talents are wasted in it ,negative,-0.0516
16601,it 's not nearly as fresh or enjoyable as its predecessor ,positive,0.2354
16602,"watch , giggle and get an adrenaline boost ",positive,0.6705
16603,bogged down in earnest dramaturgy ,positive,0.5106
16604,with most intelligent viewers ,positive,0.5095
16605,", my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures . ",positive,0.0
16606,slapping its target audience ,positive,0.0
16607,( seagal 's ) strenuous attempt ,positive,0.0
16608,"taking angry potshots at george w. bush , henry kissinger , larry king , et al . ",negative,-0.5106
16609,"the , yes , snail-like pacing ",positive,0.4019
16610,that transcends culture and race ,positive,0.0
16611,"starts to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television . ",positive,0.4404
16612,found it weirdly appealing ,negative,-0.296
16613,very funny romantic comedy ,positive,0.8375
16614,an enormously entertaining movie ,positive,0.4927
16615,only weak claims to surrealism and black comedy ,negative,-0.1027
16616,"'s both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen ",negative,-0.5371
16617,"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits . ",positive,0.6124
16618,on character ,positive,0.0
16619,"some fine acting , but ultimately a movie with no reason for being . ",negative,-0.34
16620,it 's still a rollicking good time for the most part ,positive,0.4404
16621,seem at least passably real ,positive,0.0
16622,"'s tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo . ",negative,-0.9205
16623,a stylish exercise ,positive,0.0
16624,in a dead-end existence ,positive,0.0
16625,be me : fighting off the urge to doze ,negative,-0.3612
16626,just as i hoped i would -- with moist eyes ,positive,0.3818
16627,as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness ,positive,0.1531
16628,one scene after another in this supposedly funny movie ,positive,0.4404
16629,"told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday ",positive,0.4019
16630,directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men ,positive,0.3182
16631,"pretentious , ",positive,0.0
16632,of the year 's best films ,positive,0.6369
16633,grows on you ,positive,0.0
16634,such an excellent job ,positive,0.5719
16635,redundant ,positive,0.0
16636,a game supporting cast ,positive,0.4404
16637,suitable summer entertainment ,positive,0.4215
16638,"loose , poorly structured ",negative,-0.3182
16639,"amusing , ",positive,0.3818
16640,suck the audience in ,negative,-0.4404
16641,"funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality ",positive,0.5267
16642,just unlikable ,positive,0.0
16643,"some of the biggest names in japanese anime , with impressive results ",positive,0.5106
16644,drag an audience ,negative,-0.2263
16645,satisfying destination ,positive,0.4588
16646,seriously bad ,negative,-0.6369
16647,long gone ,positive,0.0
16648,the devastation ,negative,-0.4215
16649,"cheap , vulgar dialogue and a plot that crawls along at a snail 's pace . ",positive,0.0
16650,are side stories aplenty ,positive,0.0
16651,dullard ,negative,-0.3818
16652,ourselves surprised at how much we care about the story ,positive,0.6249
16653,panic ,negative,-0.5106
16654,", you have to give the audience a reason to want to put for that effort ",positive,0.0772
16655,enjoyable 100 minutes ,positive,0.4404
16656,time to congratulate himself for having the guts to confront it ,positive,0.3612
16657,"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers . ",negative,-0.875
16658,excited about on this dvd ,positive,0.34
16659,"teen-driven , toilet-humor codswallop ",positive,0.0
16660,sympathy and intelligence ,positive,0.6808
16661,the best comedy concert movie i 've seen since cho 's previous concert comedy film ,positive,0.8481
16662,the butt of its own joke ,positive,0.296
16663,rejected must have been astronomically bad ,negative,-0.7783
16664,often watchable ,positive,0.0
16665,portrayals ,positive,0.0
16666,"'s full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s ",positive,0.9052
16667,thoroughly awful ,negative,-0.5095
16668,"'s simply stupid , irrelevant and deeply , truly ",negative,-0.0534
16669,droning ,positive,0.0
16670,"rifkin no doubt fancies himself something of a hubert selby jr. , but there is n't an ounce of honest poetry in his entire script ",positive,0.4767
16671,"about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful . ",positive,0.5267
16672,kung pow seems like some futile concoction that was developed hastily after oedekerk and ,negative,-0.1027
16673,out there somewhere who 's dying for this kind of entertainment ,positive,0.3626
16674,run-of-the-mill disney sequel ,positive,0.0
16675,sink it faster than a leaky freighter ,positive,0.0
16676,"for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty ",positive,0.1531
16677,spiffy animated feature ,positive,0.0
16678,'s nice ,positive,0.4215
16679,very well-written and very well-acted ,positive,0.0
16680,"that martin lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of bubba ho-tep 's clearly evident quality may end up languishing on a shelf somewhere ",negative,-0.1531
16681,it looks good ,positive,0.4404
16682,struggle tragically ,negative,-0.7184
16683,throughout this funny film ,positive,0.4404
16684,big trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . ' ,negative,-0.6256
16685,accentuating ,positive,0.0
16686,to insulting the intelligence of anyone who has n't been living under a rock ,negative,-0.0258
16687,stitched together from stock situations and characters from other movies ,positive,0.0
16688,wonderfully funny ,positive,0.7783
16689,"in that it is does not rely on dumb gags , anatomical humor , or character cliches ",positive,0.5862
16690,a pack of dogs who are smarter than him ,positive,0.4588
16691,its luckiest viewers will be seated next to one of those ignorant ,positive,0.4215
16692,the film ultimately offers nothing more than people in an urban jungle needing other people to survive ... ,positive,0.0
16693,set in newfoundland that cleverly captures the dry wit that 's so prevalent on the rock . ,positive,0.5106
16694,there was ever a movie where the upbeat ending feels like a copout ,positive,0.3612
16695,"goofy , life-affirming moments ",positive,0.0
16696,the simpering soundtrack and editing ,positive,0.0
16697,was the best the contest received ,positive,0.6369
16698,sexual and romantic tension ,positive,0.1027
16699,"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking ",positive,0.7506
16700,it 's a sharp movie about otherwise dull subjects . ,negative,-0.4019
16701,"in telling the story , which is paper-thin and decidedly unoriginal ",positive,0.0
16702,become almost as operatic to us ,positive,0.0
16703,"unpretentious , charming , quirky , original ",positive,0.7269
16704,one of the best looking and stylish ,positive,0.6369
16705,the mire of this alleged psychological thriller in search of purpose or even a plot ,positive,0.1027
16706,"shiner can certainly go the distance , but is n't world championship material ",negative,-0.3419
16707,are more silly than scary ,negative,-0.4715
16708,all over this `` un-bear-able '' project ,positive,0.0
16709,"a gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable ",positive,0.743
16710,dramatic enough to sustain interest ,positive,0.4588
16711,"is lost , leaving the character of critical jim two-dimensional and pointless . ",negative,-0.5574
16712,"some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options ",positive,0.0
16713,"jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects ",negative,-0.5106
16714,"is a subzero version of monsters , inc. , without the latter 's imagination , visual charm or texture ",positive,0.4019
16715,tries to pump life into overworked elements from eastwood 's dirty harry period ,negative,-0.4404
16716,a very old-school kind ,positive,0.5688
16717,'s something about mary and both american pie movies ,positive,0.0
16718,"is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound . ",negative,-0.6597
16719,irrelevant ,positive,0.0
16720,"ignore the reputation , and ignore the film . ",negative,-0.6124
16721,heard before ,positive,0.0
16722,the sweetest thing is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance . ,negative,-0.3875
16723,excruciatingly unfunny and ,negative,-0.5994
16724,gets around to its real emotional business ,positive,0.1531
16725,"this sloppy , made-for-movie comedy special ",positive,0.6369
16726,is nothing less than a provocative piece of work ,positive,0.0
16727,cuteness ,positive,0.5106
16728,very simply sets out to entertain and ends up delivering in good measure ,positive,0.6369
16729,the thornier aspects ,positive,0.0
16730,the story 's scope and pageantry ,positive,0.0
16731,throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull . ,negative,-0.4019
16732,of her life with the imagery in her paintings ,positive,0.0
16733,( clooney 's ) debut can be accused of being a bit undisciplined ,negative,-0.296
16734,dog ,positive,0.0
16735,find ourselves surprised at how much we care about the story ,positive,0.6249
16736,little atmosphere is generated by the shadowy lighting ,positive,0.0
16737,like leafing through an album of photos accompanied by the sketchiest of captions . ,positive,0.3612
16738,bean drops the ball too many times ... hoping the nifty premise will create enough interest to make up for an unfocused screenplay . ,positive,0.7845
16739,"offbeat humor , amusing characters , and a happy ending ",positive,0.8126
16740,can actually feel good ,positive,0.4404
16741,'s also nice ,positive,0.4215
16742,"not a classic , ",positive,0.0
16743,amusing study ,positive,0.3818
16744,that sends you out of the theater feeling ,positive,0.128
16745,an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike . ,negative,-0.5859
16746,final act ,positive,0.0
16747,"serves as auto-critique , and its clumsiness as its own most damning censure . ",negative,-0.4005
16748,is exactly how genteel and unsurprising the execution turns out to be ,positive,0.0
16749,of a self-destructive man ,positive,0.0
16750,is his best film yet ... ,positive,0.6369
16751,this is standard crime drama fare ... instantly forgettable and thoroughly dull . ,negative,-0.7574
16752,a thoughtful and unflinching examination of an alternative lifestyle ,positive,0.3818
16753,remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . ,negative,-0.3412
16754,come close to the level of intelligence and visual splendor that can be seen in other films ,positive,0.7964
16755,a worthwhile addition ,positive,0.34
16756,a funny little film ,positive,0.4404
16757,will worm its way there ,positive,0.0
16758,for a barf bag ,positive,0.0
16759,long and unfocused ,negative,-0.4019
16760,"mostly works because of the universal themes , earnest performances ... and excellent use of music by india 's popular gulzar and jagjit singh . ",positive,0.8689
16761,"the ethos of the chelsea hotel may shape hawke 's artistic aspirations , but he has n't yet coordinated his own dv poetry with the beat he hears in his soul ",positive,0.0
16762,larger-than-life figure ,positive,0.0
16763,"an extraordinary poignancy , ",positive,0.0
16764,the occasional bursts of sharp writing ,positive,0.0
16765,comes alive as its own fire-breathing entity in this picture ,positive,0.3818
16766,"it 's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke . ",positive,0.5574
16767,greatest date movies ,positive,0.6369
16768,"a boring , pretentious muddle ",negative,-0.3182
16769,only seems to care about the bottom line ,positive,0.4939
16770,"'s sharply comic and surprisingly touching , so hold the gong ",positive,0.296
16771,with a philosophical visual coming right ,positive,0.0
16772,use a few good laughs ,positive,0.7269
16773,two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that 's tv sitcom material at best ,positive,0.9584
16774,a documentary fails to live up to -- or offer any new insight into -- its chosen topic ,negative,-0.4215
16775,"mcgrath has deftly trimmed dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness . ",positive,0.9313
16776,held my interest ,positive,0.4588
16777,done cinematically ,positive,0.0
16778,all the dramatic weight ,positive,0.0
16779,lacks the skill or presence ,positive,0.0
16780,fill the after-school slot ,positive,0.0
16781,the jokes are telegraphed so far in advance ,positive,0.25
16782,a sentimental mess that never ,negative,-0.0516
16783,"recognize any of the signposts , as if discovering a way through to the bitter end ",negative,-0.4215
16784,"of this sad , compulsive life ",negative,-0.4767
16785,"an unremittingly ugly movie to look at , listen to , and think about ",negative,-0.5106
16786,the hearts and minds ,positive,0.0
16787,an attraction that crosses sexual identity ,positive,0.4588
16788,lies a plot cobbled together from largely flat and uncreative moments ,negative,-0.4215
16789,the latest adam sandler assault and possibly the worst film ,negative,-0.836
16790,this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels . ,negative,-0.6369
16791,is little more than a mall movie designed to kill time . ,negative,-0.6908
16792,no wrong ,negative,-0.6486
16793,provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world ,positive,0.8316
16794,nation ,positive,0.0
16795,"of law enforcement , and a visceral , nasty journey ",negative,-0.5574
16796,foolish ,negative,-0.2732
16797,imagine that even very small children will be impressed by this tired retread ,positive,0.0516
16798,", it could have been a thinking man 's monster movie ",positive,0.0
16799,"the evocative imagery and gentle , lapping rhythms of this film are infectious -- ",positive,0.4404
16800,campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael 's evolution . ,positive,0.5267
16801,elling builds gradually until you feel fully embraced by this gentle comedy . ,positive,0.7073
16802,is more in love with strangeness than excellence ,positive,0.8617
16803,", the characters make italian for beginners worth the journey ",positive,0.2263
16804,"well-meaning , beautifully produced film ",positive,0.5719
16805,great to look at ,positive,0.6249
16806,definitely tasty and sweet ,positive,0.6908
16807,exaggerated action ,negative,-0.1027
16808,strolls ,positive,0.0
16809,indigestion sets ,positive,0.0
16810,ca n't quite conceal that there 's nothing resembling a spine here ,positive,0.0
16811,( gulpilil ) is a commanding screen presence ,positive,0.0
16812,stoops to cheap manipulation or corny conventions to do it ,negative,-0.296
16813,a sad aristocrat in tattered finery ,negative,-0.4767
16814,as bad at it is cruel ,negative,-0.8074
16815,"a remarkable movie with an unsatisfying ending , which is just the point . ",positive,0.5574
16816,was better ,positive,0.4404
16817,more disciplined grade-grubbers ,positive,0.0
16818,inspiring and ,positive,0.4215
16819,the action here is unusually tame ,positive,0.0
16820,"is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous ",positive,0.3697
16821,radiates star-power potential in this remarkable and memorable film . ,positive,0.6428
16822,an ` a ' list cast and ,positive,0.0
16823,of the recent hollywood trip tripe ,positive,0.0
16824,wrapped up in the characters ,positive,0.0
16825,kids-cute sentimentality ,positive,0.296
16826,a dependable concept ,positive,0.0
16827,is as consistently engaging as it is revealing ,positive,0.34
16828,"the salton sea has moments of inspired humor , though every scrap is of the darkest variety . ",positive,0.2732
16829,it 's all bluster -- in the end it 's as sweet as greenfingers ,positive,0.4588
16830,the movie slides downhill as soon as macho action conventions assert themselves . ,positive,0.0
16831,a fake street drama that keeps telling you ,negative,-0.4767
16832,its impressive images of crematorium chimney fires and stacks of dead bodies ,negative,-0.25
16833,the shameless self-caricature ,negative,-0.34
16834,"an energetic , violent movie ",negative,-0.25
16835,"is far from disappointing , ",negative,-0.4939
16836,a laugh between them ,positive,0.5574
16837,"so it 's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast . ",positive,0.9529
16838,undistinguished attempt to make a classic theater piece ,positive,0.0
16839,a bad blend of an overripe episode of tv 's dawson 's creek and a recycled and dumbed-down version of love story ,positive,0.1779
16840,blasphemous and nonsensical ,positive,0.0
16841,they ca n't go wrong . ,positive,0.3724
16842,"eating , sleeping and stress-reducing ",positive,0.0
16843,muddy psychological thriller ,positive,0.1027
16844,"the bad sound , ",negative,-0.5423
16845,translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya ,positive,0.5719
16846,disney 's cinderella proved that ' a dream is a wish your heart makes ,positive,0.5719
16847,the mark of a respectable summer blockbuster ,positive,0.7783
16848,of eager fans ,positive,0.3612
16849,", with really solid performances by ving rhames and wesley snipes . ",positive,0.2247
16850,'s equally distasteful to watch him sing the lyrics to `` tonight . ,positive,0.0
16851,sleep or bewildered by the artsy and often pointless visuals ,positive,0.0
16852,a pretentious and ,positive,0.0
16853,us to remember that life 's ultimately a gamble and last orders are to be embraced ,positive,0.0
16854,"a droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the lone star state . ",positive,0.25
16855,"she , janine and molly -- an all-woman dysfunctional family -- deserve one another ",positive,0.0
16856,rage ,negative,-0.5574
16857,seem tired ,negative,-0.4404
16858,while the performances are often engaging ,positive,0.34
16859,great performance ,positive,0.6249
16860,the best date movie of the year ,positive,0.6369
16861,to be both hugely entertaining and uplifting ,positive,0.4927
16862,"is smart , not cloying . ",positive,0.4019
16863,", at least he provides a strong itch to explore more . ",positive,0.5106
16864,"despite engaging offbeat touches , knockaround guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast . ",negative,-0.5096
16865,a résumé loaded with credits like `` girl in bar # 3 ,positive,0.6124
16866,of childhood innocence combined with indoctrinated prejudice ,negative,-0.2732
16867,of both adventure and song ,positive,0.3182
16868,"the entire point of a shaggy dog story , of course , is that it goes nowhere , ",positive,0.0
16869,"a thriller whose style , structure and rhythms are so integrated with the story ",positive,0.1027
16870,`` solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work . ,positive,0.0
16871,unlikable characters and a self-conscious sense ,positive,0.0
16872,"in its chicken heart , crush goes to absurd lengths to duck the very issues it raises . ",negative,-0.1531
16873,i had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration ,negative,-0.5267
16874,we are undeniably touched . ,positive,0.0
16875,works as pretty contagious fun . ,positive,0.6249
16876,perfected ,positive,0.5719
16877,"a fascinating , unnerving examination of the delusions ",positive,0.5423
16878,"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits . ",positive,0.0
16879,show us a good time ,positive,0.4404
16880,"the fun-loving libertine lost somewhere inside the conservative , handbag-clutching sarandon ",negative,-0.4939
16881,a sweet-tempered comedy that forgoes ,positive,0.3612
16882,"directed , highly professional film that 's old-fashioned in all the best possible ways . ",positive,0.6369
16883,farewell-to-innocence movies ,positive,0.0
16884,as assaults on america 's knee-jerk moral sanctimony ,negative,-0.5423
16885,that even its target audience talked all the way through it ,positive,0.0
16886,the narration helps little ,positive,0.3818
16887,does not work . ,positive,0.0
16888,has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil ,negative,-0.5106
16889,the memorable character creations ,positive,0.3818
16890,"flat-out amusing , sometimes endearing and ",positive,0.3818
16891,gets the job done . ,positive,0.0
16892,odds with the rest of the film ,positive,0.0
16893,static ,positive,0.0
16894,a lot of warmth ,positive,0.4588
16895,"'s the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name . ",negative,-0.5423
16896,companion piece ,positive,0.0
16897,of pointless mayhem ,positive,0.0
16898,the piano teacher ,positive,0.0
16899,"it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad ",positive,0.4215
16900,after the death of a child ,negative,-0.5994
16901,", the four feathers comes up short ",positive,0.0
16902,torn away ,negative,-0.25
16903,evelyn may be based on a true and historically significant story ,positive,0.5574
16904,"lee does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight ",positive,0.5979
16905,does the trick of making us care about its protagonist and celebrate his victories ,positive,0.7717
16906,"it still comes from spielberg , who has never made anything that was n't at least watchable ",positive,0.0
16907,is often exquisite ,positive,0.0
16908,the ideal outlet ,positive,0.5267
16909,"schaeffer 's film never settles into the light-footed enchantment the material needs , ",positive,0.0
16910,"'s about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic ",negative,-0.5574
16911,great over-the-top moviemaking if you 're in a slap-happy mood . ,positive,0.6249
16912,"set out to lampoon , anyway ",positive,0.0
16913,'ll find yourself remembering this refreshing visit to a sunshine state . ,positive,0.4939
16914,most offensive ,negative,-0.5095
16915,about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length ,negative,-0.5994
16916,rich and sudden wisdom ,positive,0.7906
16917,about as exciting to watch as two last-place basketball teams playing one another on the final day of the season . ,positive,0.6124
16918,bad at a fraction the budget ,negative,-0.5423
16919,"low , very low , ",negative,-0.4939
16920,might benefit from a helping hand and a friendly kick in the pants ,positive,0.891
16921,is built on a potentially interesting idea ,positive,0.4019
16922,feeling like a great missed opportunity ,positive,0.8271
16923,just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart ,positive,0.0
16924,i 'll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week ,positive,0.6249
16925,with lots of laughs ,positive,0.4939
16926,"the mood , look and tone of the film fit the incredible storyline to a t. ",positive,0.3612
16927,a scummy ripoff of david cronenberg 's brilliant ` videodrome . ,positive,0.5859
16928,incoherence and sub-sophomoric ,positive,0.0
16929,", deceit and murder ",negative,-0.8271
16930,"the color palette , with lots of somber blues and pinks , is dreamy and evocative ",negative,-0.4215
16931,soul-stirring ,positive,0.0
16932,inspiration and ambition ,positive,0.5267
16933,amazing film work ,positive,0.5859
16934,down to mediocrity ,negative,-0.0772
16935,director claude chabrol has become the master of innuendo . ,positive,0.0
16936,", profane and exploitative as the most offensive action flick you 've ever seen . ",negative,-0.5095
16937,blade 2 is definitely a cut above the rest . ,positive,0.1531
16938,giant step backward ,positive,0.0
16939,far tamer ,positive,0.0
16940,left me feeling refreshed and hopeful ,positive,0.5859
16941,making the proceedings more bizarre than actually amusing ,positive,0.0018
16942,"first-rate , especially sorvino ",positive,0.0
16943,action clichés ,positive,0.0
16944,adequately fills the eyes ,positive,0.0
16945,up as tedious as the chatter of parrots raised on oprah ,positive,0.0
16946,an affluent damsel in distress who decides to fight her bully of a husband ,negative,-0.8481
16947,captures the complicated relationships in a marching band ,positive,0.0
16948,above superficiality ,positive,0.0
16949,better films ,positive,0.4404
16950,of the rare directors who feels acting is the heart and soul of cinema ,positive,0.0
16951,throw smoochy from the train ! ,positive,0.0
16952,"can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken ",negative,-0.0516
16953,a feature-length film ,positive,0.0
16954,"flashy , overlong soap ",positive,0.0
16955,that 's low on both suspense and payoff ,negative,-0.2732
16956,creating the characters who surround frankie ,positive,0.296
16957,"a kind of hard , cold effect ",negative,-0.1027
16958,a more credible script ,positive,0.0
16959,in this tepid genre offering ,positive,0.0
16960,an appealing couple -- ,positive,0.0
16961,"interesting cinematic devices ( cool visual backmasking ) , a solid cast , and ",positive,0.6808
