id,pos_tags
522,"William/NNP Fox/NNP broke/VBD into/IN his/PRP$ wife/NN 's/POS home/NN on/IN Tuesday/NNP morning/NN ,/, shooting/VBG her/PRP dead/JJ and/CC wounding/VBG his/PRP$ 16-year-old/JJ son/NN ,/, his/PRP$ son/NN 's/POS girlfriend/NN and/CC a/DT neighbour/NN ,/, police/NNS said/VBD ./."
523,China/NNP says/VBZ militant/JJ Japan/NNP must/MD face/VB war/NN past/NN ./.
524,the/DT recovery/NN is/VBZ still/RB continuing/VBG ./. ``/``
525,*/SYM President/NNP Bill/NNP Clinton/NNP is/VBZ expected/VBN to/TO propose/VB a/DT tax/NN break/NN on/IN home/NN sales/NNS ./.
526,"One/CD feature/NN of/IN the/DT Java/NNP language/NN is/VBZ that/IN small/JJ software/NN programmes/NNS ,/, known/VBN as/IN ``/`` applets/NNS ``/`` because/IN they/PRP are/VBP small/JJ applications/NNS ,/, can/MD be/VB downloaded/VBN from/IN the/DT server/NN computers/NNS at/IN the/DT centre/NN of/IN networks/NNS onto/IN individual/JJ computers/NNS for/IN use/NN ./."
527,The/DT economy/NN is/VBZ not/RB recovering/VBG smoothly/RB or/CC at/IN a/DT fast/JJ pace/NN ./. ``/``
528,CHICAGO/NNP 70/CD 64/CD .522/CD 10/CD
529,Bundesliga/NNP standings/NNS after/IN Saturday/NNP 's/POS games/NNS (/-LRB- tabulate/VB under/IN
530,1./CD Svetlana/NNP Samokhalova/NNP (/-LRB- Russia/NNP )/-RRB- 28/CD points/NNS (/-LRB- in/IN 32/CD
531,"Nicaraguan/JJ President/NNP Violeta/NNP Chamorro/NNP was/VBD due/JJ to/TO fly/VB to/TO the/DT United/NNP States/NNPS on/IN Saturday/NNP for/IN a/DT medical/JJ check-up/NN to/TO determine/VB if/IN surgery/NN was/VBD needed/VBN on/IN the/DT lower/JJR part/NN of/IN her/PRP$ spinal/JJ column/NN ,/, the/DT government/NN said/VBD on/IN Friday/NNP ./."
532,"``/`` Its/PRP$ just/RB desserts/NNS for/IN all/DT the/DT '/'' bolos/NNS '/'' (/-LRB- drunkards/NNS )/-RRB- who/WP sleep/VBP in/IN the/DT streets/NNS of/IN our/PRP$ beautiful/JJ town/NN ,/, ``/`` said/VBD a/DT woman/NN who/WP worked/VBD in/IN the/DT local/JJ market/NN ./."
533,ATLANTA/NNP 81/CD 47/CD .633/CD -/:
534,Espinho/NNP 1/CD Sporting/NNP 3/CD
535,"In/IN Chicago/NNP ,/, Erik/NNP Hanson/NNP outdueled/VBD Alex/NNP Fernandez/NNP ,/, and/CC Jacob/NNP Brumfield/NNP drove/VBD in/RP Otis/NNP Nixon/NNP with/IN the/DT game/NN 's/POS only/JJ run/NN in/IN the/DT sixth/JJ inning/NN as/IN the/DT Toronto/NNP Blue/NNP Jays/NNPS blanked/VBD the/DT White/NNP Sox/NNPS 1-0/CD in/IN a/DT game/NN shortened/VBN to/TO six/CD innings/NNS due/JJ to/TO rain/NN ./."
536,Men/NNS 's/POS singles/NNS
537,NEW/NNP YORK/NNP 1996-08-28/CD
538,(/-LRB- Barcelona/NNP win/VBP 6-5/CD on/IN aggregate/NN )/-RRB-
539,10./CD Rubens/NNP Barrichello/NNP (/-LRB- Brazil/NNP )/-RRB- Jordan/NNP 1:53.152/CD
540,Colchester/NNP 3/CD 0/CD 2/CD 1/CD 1/CD 3/CD 2/CD
541,"An/DT Amtrak/NNP train/NN struck/VBD a/DT logging/NN truck/NN early/RB on/IN Tuesday/NNP and/CC derailed/VBD ,/, Vermont/NNP state/NN police/NNS said/VBD ./."
542,6./CD Peter/NNP Pieters/NNP -/: Tomas/NNP Post/NNP (/-LRB- Netherlands/NNP )/-RRB- 14/CD
543,The/DT 26-year-old/JJ Brazilian/NNP had/VBD risen/VBN into/IN the/DT top/JJ 30/CD in/IN 1992/CD ./.
544,The/DT 38/CD players/NNS are/VBP schedeled/VBN to/TO resume/VB their/PRP$ rounds/NNS on/IN Saturday/NNP morning/NN before/IN the/DT third/JJ round/NN begins/VBZ ./.
545,The/DT company/NN has/VBZ announced/VBN plans/NNS to/TO take/VB a/DT charge/NN against/IN earnings/NNS of/IN $/SYM 50/CD million/CD to/TO $/SYM 80/CD million/CD to/TO write/VB down/RP the/DT value/NN of/IN assets/NNS and/CC inventories/NNS and/CC cover/VB severance/NN payments/NNS ./.
546,"Chelsea/NNP ,/, 16/CD ,/, was/VBD at/IN President/NNP Bill/NNP Clinton/NNP 's/POS side/NN as/IN he/PRP rode/VBD the/DT rails/NNS through/IN parts/NNS of/IN West/NNP Virginia/NNP ,/, Kentucky/NNP and/CC Ohio/NNP ,/, and/CC was/VBD introduced/VBN at/IN every/DT stop/NN ./."
547,3/CD -/: Wayne/NNP Ferreira/NNP (/-LRB- South/NNP Africa/NNP )/-RRB- beat/VBD Tim/NNP Henman/NNP (/-LRB- Britain/NNP )/-RRB- 6-4/CD
548,Interest/NN 2.78/CD vs/IN 2.69/CD
549,LUSAKA/NNP 1996-08-28/CD
550,8./CD Belarus/NNP 8.39/CD
551,The/DT magazine/NN said/VBD video/NN cameras/NNS had/VBD also/RB been/VBN used/VBN to/TO film/VB the/DT couple/NN and/CC that/IN a/DT sound-track/NN existed/VBD ./.
552,"Ally/NNP McCoist/NNP is/VBZ also/RB in/IN great/JJ scoring/NN form/NN at/IN the/DT moment/NN ./. ``/``"
553,"Bosnian/JJ refugees/NNS in/IN Hungary/NNP ,/, the/DT first/JJ to/TO vote/VB last/JJ weekend/NN in/IN their/PRP$ country/NN 's/POS first/JJ post-war/JJ election/NN ,/, found/VBD the/DT rules/NNS confusing/JJ and/CC some/DT had/VBD no/DT idea/NN who/WP they/PRP voted/VBD for/IN ,/, refugees/NNS and/CC officials/NNS said/VBD on/IN Wednesday/NNP ./."
554,PRESS/NNP DIGEST/NNP -/: Israel/NNP -/: Aug/NNP 25/CD ./.
555,"Some/DT Moslem/JJ refugees/NNS among/IN the/DT 385/CD registered/VBN voters/NNS Hungary/NNP 's/POS largest/JJS camp/NN Nagyatad/NNP have/VBP written/VBN to/TO the/DT OSCE/NNP complaining/VBG that/IN they/PRP were/VBD unable/JJ to/TO vote/VB in/IN contests/NNS for/IN the/DT president/NN or/CC assembly/NN of/IN the/DT Bosnian-Croat/NNP Federation/NNP ,/, where/WRB most/JJS Moslems/NNPS live/VBP ./."
556,The/DT hearing/NN is/VBZ due/JJ to/TO resume/VB on/IN Thursday/NNP ./.
557,3./CD Fiona/NNP May/NNP (/-LRB- Italy/NNP )/-RRB- 6.64/CD
558,-/: MIDEAST/NNP GULF/NNP /: RED/NNP SEA/NNP
559,Some/DT human/JJ rights/NNS groups/NNS have/VBP criticised/VBN the/DT government/NN 's/POS handling/NN of/IN the/DT situation/NN ./.
560,"It/PRP is/VBZ a/DT holy/JJ war/NN for/IN us/PRP ,/, ``/`` he/PRP said/VBD ./."
561,"3./CD Lee/NNP Westwood/NNP 301,972/CD"
562,"``/`` The/DT Russian/JJ side/NN confirmed/VBD that/IN the/DT ceasefire/NN is/VBZ in/IN place/NN and/CC they/PRP will/MD keep/VB to/TO it/PRP ,/, ``/`` Erdmann/NNP told/VBD Reuters/NNP after/IN speaking/VBG by/IN telephone/NN to/TO Ischinger/NNP ,/, who/WP had/VBD met/VBN the/DT officials/NNS on/IN a/DT two-day/JJ visit/NN to/TO Moscow/NNP ./."
563,"It/PRP gets/VBZ my/PRP$ adrenalin/NN going/VBG ,/, those/DT taxi/NN drivers/NNS ./."
564,Right/JJ fielder/NN Bobby/NNP Bonilla/NNP was/VBD after/IN the/DT ball/NN ,/, which/WDT was/VBD touched/VBN by/IN fans/NNS at/IN the/DT top/NN of/IN the/DT scoreboard/NN in/IN right/NN ./.
565,9/CD -/: Cedric/NNP Pioline/NNP (/-LRB- France/NNP )/-RRB- beat/VBD Gregory/NNP Carraz/NNP (/-LRB- France/NNP )/-RRB- 7-6/CD
566,The/DT man/NN drew/VBD attention/NN to/TO himself/PRP in/IN the/DT North/NNP Island/NNP town/NN of/IN Tauranga/NNP while/IN trying/VBG to/TO reverse/VB his/PRP$ car/NN out/IN of/IN a/DT pothole/NN on/IN Saturday/NNP night/NN ./.
567,Acting/VBG Socialist/JJ leader/NN Servet/NNP Pellumbi/NNP has/VBZ said/VBN he/PRP too/RB will/MD urge/VB the/DT party/NN to/TO scrap/VB the/DT ideas/NNS of/IN Karl/NNP Marx/NNP at/IN the/DT congress/NN ./.
568,The/DT question/NN is/VBZ being/VBG studied/VBN separately/RB by/IN two/CD EU/NNP scientific/JJ committees/NNS ./.
569,Thomas/NNP Daschle/NNP ./.
570,Banking/VBG group/NN ING/NNP traded/VBD ex-dividend/NN today/NN and/CC finished/VBD 0.60/CD guilders/NNS weaker/JJR at/IN 52.90/CD as/IN a/DT result/NN ./.
571,CRICKET/NN -/: ENGLISH/JJ COUNTY/NNP CHAMPIONSHIP/NNP SCORES/NNS ./.
572,Insurers/NNS '/POS five-10/JJ and/CC 10-15/JJ day/NN loans/NNS were/VBD made/VBN at/IN a/DT steady/JJ 8.0/CD percent/NN after/IN last/JJ week/NN 's/POS drop/NN from/IN an/DT earlier/JJR 15/CD percent/NN ./.
573,"``/`` It/PRP was/VBD always/RB going/VBG to/TO be/VB a/DT tough/JJ day/NN with/IN participation/NN so/RB low/JJ ./."
574,Masterkova/NNP clearly/RB enjoyed/VBD it/PRP ./.
575,Florida/NNP boy/NN kills/VBZ himself/PRP before/IN starting/VBG new/JJ school/NN ./.
576,-/: The/DT government/NN is/VBZ facing/VBG extreme/JJ difficulties/NNS in/IN meeting/VBG its/PRP$ revenue/NN collections/NNS targets/NNS for/IN 1996/97/CD ./.
577,MSK/NNP Zilina/NNP 4/CD 0/CD 0/CD 4/CD 0/CD 6/CD 0/CD
578,Dealers/NNS estimate/VBP that/IN the/DT shortfall/NN will/MD increase/VB due/JJ to/TO the/DT inflow/NN of/IN funds/NNS before/IN the/DT end/NN of/IN the/DT month/NN ./.
579,Cleveland/NNP 12/CD DETROIT/NNP 2/CD
580,"Outlook/NN for/IN a/DT bullish/JJ cattle-on-feed/JJ report/NN is/VBZ also/RB expected/VBN to/TO lend/VB support/NN and/CC prompt/VB some/DT bull/NN spreading/NN ,/, analysts/NNS said/VBD ./."
581,"The/DT work/NN on/IN black/JJ troops/NNS has/VBZ provided/VBN new/JJ insight/NN into/IN the/DT rhythms/NNS of/IN plantation/NN talk/NN and/CC culture/NN ,/, said/VBD John/NNP Simon/NNP ,/, professor/NN of/IN history/NN at/IN Southern/NNP Illinois/NNP University/NNP at/IN Carbondale/NNP and/CC editor/NN of/IN Gen/NNP ./."
582,Revs/NNS 20,167/CD 18,623/CD
583,Rakow/NNP Czestochowa/NNP 7/CD 2/CD 1/CD 4/CD 6/CD 10/CD 7/CD
584,CALL/NN :/: Non-Callable/JJ NIC/NNP
585,FISCAL/JJ AGENT/NN -/: Tokyo-Mitsubishi/NNP Bank/NNP
586,Zeng/NNP Yaqiong/NNP (/-LRB- China/NNP )/-RRB- beat/VBD Li/NNP Feng/NNP (/-LRB- New/NNP Zealand/NNP )/-RRB- 11-9/CD 11-6/CD
587,"Scifo/NNP (/-LRB- Monaco/NNP )/-RRB- ,/, James/NNP Debbah/NNP (/-LRB- Nice/NNP )/-RRB- ,/, Patrice/NNP Loko/NNP (/-LRB- PSG/NNP )/-RRB- ,/,"
588,Shr/NN C$/$ 0.04/CD C$/$ 0.08/CD
589,"(/-LRB- Legia/NNP Warsaw/NNP )/-RRB- ,/, Ryszard/NNP Wieczorek/NNP (/-LRB- Odra/NNP Wodzislaw/NNP )/-RRB-"
590,"``/`` Those/DT little/JJ seconds/NNS were/VBD like/IN an/DT hour/NN to/TO me/PRP ,/, ``/`` said/VBD Oncins/NNP ,/, who/WP promptly/RB fired/VBD two/CD serves/NNS barely/RB contained/VBN by/IN the/DT baseline/NN as/IN he/PRP frittered/VBD away/RB his/PRP$ best/JJS chance/NN ./."
591,HONG/NNP KONG/NNP 1996-08-27/CD
592,"U.S./NNP wheat/NN major/JJ net/JJ sales/NNS activity/NN in/IN the/DT week/NN ended/VBD Aug/NNP 22/CD reported/VBN by/IN exporters/NNS for/IN the/DT following/VBG purchasing/VBG countries/NNS ,/, in/IN tonnes/NNS :/: "
593,Davenport/NNP had/VBD drawn/VBN one/CD of/IN the/DT toughest/JJS first-round/JJ assignments/NNS of/IN any/DT of/IN the/DT seeded/VBN players/NNS in/IN 17th-ranked/JJ Karina/NNP Habsudova/NNP of/IN Slovakia/NNP ./.
594,ZIFA/NNP vice-chairman/NN Vincent/NNP Pamire/NNP said/VBD Grobbelaar/NNP would/MD take/VB charge/NN for/IN a/DT match/NN against/IN Tanzania/NNP in/IN Harare/NNP on/IN September/NNP 29/CD in/IN the/DT five-nation/JJ Castle/NNP Cup/NNP of/IN Africa/NNP tournament/NN and/CC an/DT African/NNP Nations/NNPS '/POS Cup/NNP first/JJ round/NN qualifier/NN against/IN Sudan/NNP in/IN Khartoum/NNP on/IN October/NNP 5/CD ./.
595,BASEBALL/NN -/: MAJOR/NNP LEAGUE/NNP RESULTS/NNS MONDAY/NNP ./.
596,Over/IN a/DT dozen/NN peace/NN deals/NNS have/VBP collapsed/VBN ./.
597,Ukraine/NNP hails/VBZ peace/NN as/IN marks/VBZ five-year/JJ independence/NN ./.
598,"team/NN has/VBZ the/DT same/JJ number/NN of/IN wins/NNS and/CC points/NNS ,/, precedence/NN goes/VBZ to/TO"
599,"Liam/NNP caught/VBD a/DT taxi/NN back/RB to/TO London/NNP saying/VBG he/PRP had/VBD ``/`` problems/NNS at/IN home/NN ``/`` ./."
600,HONG/NNP KONG/NNP 1996-08-29/CD
601,Attendance/NN :/: 25,000/CD
602,"LAS/NNP CRUCES/NNP ,/, N.M./NNP 1996-08-22/CD"
603,Kankkunen/NNP has/VBZ set/VBN an/DT astonishing/JJ pace/NN for/IN a/DT driver/NN who/WP has/VBZ not/RB rallied/VBN for/IN three/CD months/NNS ./.
604,Net/JJ foreign/JJ debt/NN May/NNP $/SYM 14,390.7/CD million/CD (/-LRB- April/NNP $/SYM 15,704.3/CD million/CD )/-RRB-
605,SOCCER/NN -/: ENGLISH/JJ SOCCER/NN RESULTS/NNS ./.
606,Income/NN Statement/NN Data/NNS :/:
607,"Machado/NNP ,/, 19/CD ,/, flew/VBD to/TO Los/NNP Angeles/NNP after/IN slipping/VBG away/RB from/IN the/DT New/NNP Mexico/NNP desert/NN town/NN of/IN Las/NNP Cruces/NNP ,/, where/WRB she/PRP attended/VBD the/DT 1996/CD Miss/NNP Teen/NNP USA/NNP pageant/NN on/IN Wednesday/NNP ./."
608,Reuters/NNP has/VBZ not/RB verified/VBN these/DT stories/NNS and/CC does/VBZ not/RB vouch/VB for/IN their/PRP$ accuracy/NN ./.
609,-/: Operating/VBG profit/NN 9/CD vs/IN 3/CD
610,"The/DT Socialists/NNPS ,/, reformed/VBN heirs/NNS to/TO the/DT communists/NNS ,/, pulled/VBD out/IN of/IN the/DT poll/NN saying/VBG it/PRP was/VBD a/DT sham/NN ./."
611,"He/PRP had/VBD earlier/RBR visited/VBN Japan/NNP ,/, South/NNP Korea/NNP and/CC China/NNP ./."
612,JOHANNESBURG/NNP 1996-08-28/CD
613,Aamir/NNP Sohail/NNP 6-1-17-0/CD
614,R./NNP Dravid/NNP not/RB out/RB 7/CD
615,OAKLAND/NNP 64/CD 72/CD .471/CD 12/CD 1/2/CD
616,He/PRP said/VBD the/DT lifestyle/NN associated/VBN with/IN being/VBG Miss/NNP Universe/NNP could/MD make/VB routine/JJ exercise/NN difficult/JJ ./.
617,Preston/NNP 0/CD Bristol/NNP Rovers/NNPS 0/CD
618,HOEK/NNP LOOS/NNP H1/NN NET/JJ PROFIT/NN 28.9/CD MLN/NN GUILDERS/NNS ./.
619,"But/CC an/DT attending/VBG doctor/NN said/VBD Mother/NNP Teresa/NNP ,/, who/WP turns/VBZ 86/CD next/JJ Tuesday/NNP ,/, was/VBD conscious/JJ and/CC in/IN stable/JJ condition/NN ./."
620,ATHLETICS/NNS -/: CHRISTIE/NNP AND/CC JOHNSON/NNP ASKED/VBD TO/TO JOIN/VB OWENS/NNP '/POS TRIBUTE/NN ./.
621,"Wasim/NNP rattled/VBD along/RB to/TO 30/CD not/RB out/RB ,/, outscoring/VBG his/PRP$ partner/NN who/WP was/VBD unbeaten/JJ on/IN 24/CD at/IN the/DT break/NN ,/, although/IN the/DT weather/NN was/VBD again/RB threatening/VBG to/TO play/VB the/DT dominant/JJ role/NN ./."
622,"One-month/JJ swap/NN was/VBD at/IN 18.0/CD /: 18.5/CD ,/, two/CD at/IN 34.0/CD /: 35.0/CD ,/, three/CD at/IN 52.75/CD /: 53.50/CD and/CC six/CD at/IN 106.5/CD /: 107.0/CD points/NNS ./."
623,"to/TO finish/VB their/PRP$ rounds/NNS on/IN the/DT 7,149/CD yard/NN ,/, par/NN 70/CD Firestone/NNP C.C/NNP"
624,"The/DT task/NN Mother/NNP Teresa/NNP began/VBD alone/RB in/IN 1949/CD in/IN the/DT slums/NNS of/IN densely-populated/JJ Calcutta/NNP ,/, and/CC grew/VBD to/TO touch/VB the/DT hearts/NNS of/IN people/NNS around/IN the/DT world/NN ./."
625,Coolee/NNP City/NNP WA/NNP 5.13/CD up/RB .02/CD ---/: ---/: 4.7000/CD unc/NN
626,2./CD Anders/NNP Olofsson/NNP (/-LRB- Sweden/NNP )/-RRB- /: Luciano/NNP della/NNP Noce/NNP (/-LRB- Italy/NNP )/-RRB- Ennea/NNP
627,"Former/JJ businessman/NN and/CC soccer/NN boss/NN Bernard/NNP Tapie/NNP said/VBD that/IN he/PRP would/MD give/VB up/RP his/PRP$ seat/NN in/IN the/DT National/NNP Assembly/NNP by/IN Wednesday/NNP ,/, the/DT day/NN a/DT film/NN by/IN Claude/NNP Lelouche/NNP in/IN which/WDT he/PRP stars/VBZ opens/VBZ in/IN France/NNP ./."
628,A/DT prison/NN official/NN said/VBD Yassin/NNP had/VBD a/DT mild/JJ case/NN of/IN pneumonia/NN ./.
629,"Oklahoma/NNP 's/POS Agricultural/NNP Statistics/NNP Service/NNP showed/VBD similar/JJ conditions/NNS ,/, rating/VBG topsoil/NN moisture/NN levels/NNS as/IN seven/CD percent/NN surplus/NN ,/, 81/CD percent/NN adequate/JJ and/CC 12/CD percent/NN short/JJ to/TO very/RB short/JJ ./."
630,"While/IN Clinton/NNP takes/VBZ a/DT train/NN trip/NN to/TO the/DT Democratic/NNP Convention/NNP that/WDT will/MD renominate/VB him/PRP on/IN Wednesday/NNP for/IN a/DT second/JJ term/NN as/IN president/NN ,/, Gore/NNP is/VBZ the/DT bright/JJ star/NN in/IN the/DT convention/NN city/NN now/RB ./."
631,Wasim/NNP Akram/NNP st/NN Stewart/NNP b/NN Croft/NNP 40/CD
632,Tromso/NNP 2/CD Kongsvinger/NNP 1/CD
633,9,306,000/CD 11,346,000/CD 17,166,000/CD 11,046,000/CD
634,5./CD Mark/NNP McNulty/NNP (/-LRB- Zimbabwe/NNP )/-RRB- 254,247/CD
635,He/PRP said/VBD the/DT man/NN on/IN the/DT videotape/NN did/VBD not/RB match/VB the/DT description/NN given/VBN by/IN the/DT jewelry/NN store/NN owner/NN ./.
636,"7-1-24-0/CD ,/, Mushtaq/NNP Ahmed/NNP 7-2-11-0/CD ,/, Aamir/NNP Sohail/NNP 2-1-4-0/CD"
637,"The/DT U.S./NNP and/CC Colombian/JJ governments/NNS reached/VBD an/DT agreement/NN that/WDT will/MD allow/VB AMR/NNP Corp/NNP 's/POS American/NNP Airlines/NNPS to/TO operate/VB three/CD round-trip/JJ flights/NNS between/IN New/NNP York/NNP and/CC Bogota/NNP ,/, the/DT Department/NNP of/IN Transportation/NNP said/VBD Friday/NNP ./."
638,English/JJ County/NNP Championship/NNP
639,"THURSDAY/NNP ,/, AUGUST/NNP 29TH/JJ SCHEDULE/NN"
640,"She/PRP will/MD be/VB accompanied/VBN by/IN several/JJ officials/NNS who/WP will/MD sign/VB a/DT cultural/JJ agreement/NN with/IN South/NNP Africa/NNP ,/, where/WRB the/DT Dutch/JJ were/VBD the/DT first/JJ European/JJ settlers/NNS in/IN 1652/CD ./."
641,--/: Moscow/NNP Newsroom/NNP +7095/CD 941/CD 8520/CD
642,SOCCER/NN -/: ETHIOPIA/NNP BEAT/VBD UGANDA/NNP ON/IN PENALTIES/NNS IN/IN AFRICAN/NNP NATIONS/NNPS CUP/NNP ./.
643,Frankfurt/NNP was/VBD the/DT one/CD bright/JJ spot/NN in/IN Europe/NNP ./.
644,There/EX was/VBD no/DT immediate/JJ comment/NN on/IN the/DT report/NN from/IN the/DT White/NNP House/NNP ./.
645,"Most/JJS ,/, including/VBG former/JJ president/NN F.W./NNP de/NNP Klerk/NNP and/CC African/NNP National/NNP Congress/NNP Deputy/NNP President/NNP Thabo/NNP Mbeki/NNP ,/, offered/VBD apologies/NNS for/IN any/DT mistakes/NNS they/PRP had/VBD made/VBN and/CC accepted/VBD broad/JJ responsibility/NN for/IN the/DT actions/NNS of/IN their/PRP$ foot/NN soldiers/NNS ./."
646,3./CD Paul/NNP Koech/NNP (/-LRB- Kenya/NNP )/-RRB- 26:56.78/CD
647,NEW/NNP YORK/NNP 1996-08-22/CD
648,7,718,000/CD 6,828,000/CD 14,668,000/CD 13,091,000/CD
649,**/SYM Ciputra/NNP Development/NNP on/IN reports/NNS of/IN a/DT plan/NN to/TO build/VB property/NN projects/NNS worth/JJ $/SYM 2/CD billion/CD in/IN Jakarta/NNP and/CC Surabaya/NNP ./.
650,SYDNEY/NNP 1996-08-23/CD
651,Vitesse/NNP Arnhem/NNP upstaged/VBD Utrecht/NNP 1-0/CD despite/IN ending/VBG the/DT match/NN with/IN only/RB nine/CD men/NNS following/VBG the/DT dismissal/NN of/IN defenders/NNS Raymond/NNP Atteveld/NNP and/CC Erwin/NNP van/NNP der/NNP Looi/NNP ./.
652,Pescara/NNP 's/POS Ottavio/NNP Palladini/NNP shattered/VBD Parma/NNP with/IN goals/NNS in/IN the/DT second/JJ and/CC fourth/JJ minutes/NNS ./.
653,Ajax/NNP Amsterdam/NNP 2/CD 1/CD 0/CD 1/CD 1/CD 2/CD 3/CD
654,"Including/VBG the/DT costs/NNS of/IN the/DT two/CD abandoned/VBN wells/NNS ,/, the/DT company/NN said/VBD ,/, these/DT first/JJ prospects/NNS have/VBP added/VBN to/TO reserves/NNS at/IN a/DT finding/VBG cost/NN of/IN about/IN U.S./NNP $/SYM 2/CD per/IN barrel/NN of/IN oil/NN equivalent/JJ ./."
655,"66/CD 69/CD 68/CD ,/, Francisco/NNP Cea/NNP (/-LRB- Spain/NNP )/-RRB- 68/CD 66/CD 69/CD ,/, Pedro/NNP Linhart/NNP"
656,"201/CD Stephen/NNP Ames/NNP (/-LRB- Trinidad/NNP )/-RRB- 68/CD 65/CD 68/CD ,/, Roger/NNP Chapman/NNP 72/CD 62/CD 67/CD ,/,"
657,Southend/NNP 3/CD 0/CD 1/CD 2/CD 1/CD 7/CD 1/CD
658,Namibia/NNP 6/CD Botswana/NNP 0/CD
659,Alaniya/NNP Vladikavkaz/NNP 24/CD 16/CD 5/CD 3/CD 48/CD 25/CD 53/CD
660,Main/JJ Tunisian/JJ opposition/NN party/NN ousted/VBN from/IN HQ/NN ./.
661,league/NN soccer/NN match/NN on/IN Sunday/NNP :/:
662,Gimnasia-Jujuy/NNP 1/CD Platense/NNP 0/CD
663,WESTERN/NNP DIVISION/NNP
664,3-mth/JJ Helibor/NNP 3.40/CD pct/NN 3.40/CD pct/NN
665,Lada/NNP Togliatti/NNP 1/CD Spartak/NNP Moscow/NNP 1/CD
666,The/DT BLOM/NNP Stock/NNP Index/NNP which/WDT covers/VBZ both/DT markets/NNS rose/VBD 0.04/CD percent/NN to/TO 903.09/CD and/CC the/DT LISPI/NNP index/NN rose/VBD 0.02/CD percent/NN to/TO 81.58/CD ./.
667,Vitesse/NNP Arnhem/NNP 1/CD (/-LRB- Vierklau/NNP 85th/JJ )/-RRB- Sparta/NNP Rotterdam/NNP 1/CD (/-LRB- Gerard/NNP
668,His/PRP$ deputy/NN earlier/RBR speculated/VBD at/IN least/JJS 10/CD days/NNS ./.
669,LAST/JJ JCR/NNP LAST/JJ JBRI/NNP A/DT LAST/JJ NIS/NNP
670,"In/IN announcing/VBG its/PRP$ decision/NN ,/, Penn/NNP Treaty/NNP said/VBD it/PRP ``/`` will/MD continue/VB to/TO actively/RB pursue/VB entering/VBG into/IN the/DT New/NNP York/NNP long-term/JJ care/NN market/NN through/IN licensing/NN or/CC by/IN acquisition/NN ./. ``/``"
671,2-2/CD on/IN aggregate/NN ./.
672,Constructors/NNS '/POS championship/NN :/:
673,CHICAGO/NNP 1996-08-27/CD
674,"The/DT IOC/NNP tender/NN had/VBD ``/`` a/DT bearish/JJ impact/NN ,/, but/CC not/RB a/DT great/JJ impact/NN ,/, ``/`` one/CD German/JJ player/NN said/VBD ./."
675,"Johnson/NNP ,/, the/DT 200/CD metres/NNS world/NN record/NN holder/NN ,/, and/CC Britain/NNP 's/POS 1992/CD Olympic/JJ 100/CD champion/NN Christie/NNP confirmed/VBD on/IN Thursday/NNP that/IN they/PRP would/MD join/VB 100/CD record/NN holder/NN Bailey/NNP and/CC Namibia/NNP 's/POS Frankie/NNP Fredericks/NNP in/IN one/CD of/IN the/DT greatest/JJS 4x100/CD squads/NNS ever/RB assembled/VBN ./."
676,Extras/NNS (/-LRB- b-1/CD lb-8/CD w-3/CD nb-3/CD )/-RRB- 15/CD
677,"At/IN Minnesota/NNP ,/, Ken/NNP Hill/NNP allowed/VBD two/CD runs/NNS en/IN route/NN to/TO his/PRP$ sixth/JJ complete/JJ game/NN of/IN the/DT season/NN and/CC Rusty/NNP Greer/NNP added/VBD three/CD hits/NNS ,/, including/VBG a/DT homer/NN ,/, and/CC two/CD RBI/NN as/IN the/DT red-hot/JJ Texas/NNP Rangers/NNPS routed/VBD the/DT Twins/NNPS 11-2/CD ./."
678,"MINNETONKA/NNP ,/, Minn/NNP ./."
679,-/: High/NNP Court/NNP officials/NNS have/VBP unearthed/VBN police-run/JJ human/JJ cages/NNS at/IN Tando/NNP Allahyar/NNP near/IN Hyderabad/NNP ./.
680,Sylvie/NNP Florence/NNP
681,"Lebed/NNP interrupted/VBD talks/NNS with/IN Chechnya/NNP 's/POS separatists/NNS on/IN a/DT political/JJ deal/NN on/IN Sunday/NNP ,/, saying/VBG he/PRP had/VBD to/TO consult/VB with/IN Yeltsin/NNP ./."
682,"after/IN Tuesday/NNP 's/POS matches/NNS (/-LRB- tabulated/VBN under/IN played/VBN ,/, won/VBN ,/, drawn/VBN ,/,"
683,"Both/DT Meri/NNP ,/, 67/CD ,/, and/CC Ruutel/NNP ,/, 68/CD will/MD automatically/RB be/VB listed/VBN as/IN candidates/NNS but/CC the/DT election/NN will/MD also/RB be/VB open/JJ to/TO new/JJ nominations/NNS with/IN the/DT backing/NN of/IN any/DT 21/CD members/NNS of/IN the/DT college/NN ./."
684,UAG/NNP 1/CD Neza/NNP 2/CD
685,"An/DT Iraqi/JJ Kurdish/JJ group/NN on/IN Wednesday/NNP said/VBD Iraq/NNP was/VBD massing/VBG troops/NNS near/IN Kurdish/JJ regions/NNS in/IN the/DT north/NN ,/, where/WRB a/DT U.S.-led/JJ allied/VBN air/NN force/NN protects/VBZ the/DT local/JJ population/NN against/IN attacks/NNS from/IN Baghdad/NNP ./."
686,"Hashimoto/NNP ,/, who/WP arrived/VBD at/IN 11/CD a.m./RB (/-LRB- 1700/CD GMT/NNP )/-RRB- ,/, showed/VBD no/DT sign/NN of/IN having/VBG felt/VBN the/DT quake/NN ,/, witnesses/NNS said/VBD ./."
687,M./NNP Dekker/NNP not/RB out/RB 8/CD
